"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000146426",200.693183527898,-0.227131104206542,0.171756943572389,0.113277701193974,0.291563289269685,"TIAM2","26230"
"ENSG00000229291",2.67369102742999,0.1031947181905,0.326701179500477,0.113343650199856,NA,NA,NA
"ENSG00000236264",52.822764264691,0.273226529307353,0.236659333367176,0.113398370316335,0.291832133219699,NA,NA
"ENSG00000235194",132.574546174111,-0.221728944532665,0.163528825208855,0.113502362530462,0.292057988184346,"PPP1R3E","90673"
"ENSG00000263443",1.75469085016941,-0.0573605793719182,0.315926885091655,0.113509016659219,NA,NA,NA
"ENSG00000104957",401.818311449925,0.167844576912662,0.114640829744442,0.113568549954013,0.292116912255199,"CCDC130","81576"
"ENSG00000010219",186.523238144702,-0.20080689406161,0.142724376457151,0.113576093357539,0.292116912255199,"DYRK4","8798"
"ENSG00000160570",242.144935582942,-0.192363807367206,0.135950807412645,0.113587975412675,0.292116912255199,"DEDD2","162989"
"ENSG00000022567",149.133605458858,0.214229775866188,0.156553936361111,0.113590198680095,0.292116912255199,"SLC45A4","57210"
"ENSG00000178700",347.263079709174,-0.168982515984582,0.115824204014744,0.113627467093104,0.292170997838427,"DHFR2","200895"
"ENSG00000253439",6.5143534988074,0.209880887289077,0.372384165784489,0.113668039056873,0.292233561192937,NA,NA
"ENSG00000164691",1.62953769306939,-0.075891743191438,0.319303008921693,0.113672479914244,NA,"TAGAP","117289"
"ENSG00000181322",9.61920008206928,0.246712878251443,0.380250316728035,0.113817099230097,0.292574983363767,"NME9","347736"
"ENSG00000166411",246.149890200522,0.187651140564851,0.130749247746881,0.113885302869376,0.292642869108639,"IDH3A","3419"
"ENSG00000160075",1702.88447623581,0.121924655023919,0.0803825640974517,0.113900314123719,0.292642869108639,"SSU72","29101"
"ENSG00000272842",6.95876361853272,0.190533354487655,0.362187248565476,0.113903514365012,0.292642869108639,NA,NA
"ENSG00000132122",264.092935505773,0.196592996704257,0.13976511609222,0.113908561478099,0.292642869108639,"SPATA6","54558"
"ENSG00000186976",49.5876054873985,-0.278054579507416,0.249433197336191,0.113947093611534,0.292700071726758,"EFCAB6","64800"
"ENSG00000065485",735.107543318153,-0.145946849799379,0.0978361179770876,0.114006105769004,0.292787081550198,"PDIA5","10954"
"ENSG00000117616",1448.53656947726,0.168680655881507,0.11604857653725,0.114022604780575,0.292787081550198,"RSRP1","57035"
"ENSG00000077150",580.568110265873,0.145875543789762,0.0988614336770385,0.114029780343658,0.292787081550198,"NFKB2","4791"
"ENSG00000143321",3326.76124078905,-0.135754476804191,0.0902549056248623,0.114048205454263,0.292792610778143,"HDGF","3068"
"ENSG00000256771",69.898966290252,-0.258500540070839,0.211627146101561,0.114137318200901,0.292939154030568,"ZNF253","56242"
"ENSG00000140853",412.001050329153,0.160709193801688,0.108819614480564,0.114137846443721,0.292939154030568,"NLRC5","84166"
"ENSG00000206737",4.41335620752053,-0.159568515774478,0.350482667100934,0.114164815397162,NA,"RNVU1-18","26863"
"ENSG00000230445",3.85194195786171,-0.14138910486533,0.341604623786633,0.114202233212518,NA,"LRRC37A6P","387646"
"ENSG00000150477",162.716334292246,-0.216673410213726,0.159615427867124,0.114240646782431,0.293161180576591,"KIAA1328","57536"
"ENSG00000118094",4.15750783720929,0.139072613195804,0.339963290403994,0.114255024678701,NA,"TREH","11181"
"ENSG00000174917",448.487076276098,0.176235543294796,0.121872130203059,0.114293151470935,0.293216456647775,"MICOS13","125988"
"ENSG00000168159",1759.145549942,-0.144650500776347,0.0969123684337092,0.114305216731943,0.293216456647775,"RNF187","149603"
"ENSG00000023445",56.2000960455342,0.28331786040438,0.274843893420129,0.11431107276782,0.293216456647775,"BIRC3","330"
"ENSG00000184232",1191.32100583476,-0.201755801099097,0.14624479254983,0.11435951363086,0.293284533626225,"OAF","220323"
"ENSG00000145040",11.4597334896695,0.242743169627923,0.375851226311734,0.114370210762211,0.293284533626225,"UCN2","90226"
"ENSG00000145491",3.32405843201374,-0.129478601461487,0.336948678257354,0.114377230671563,NA,"ROPN1L","83853"
"ENSG00000230623",6.01411757369439,-0.177974537033146,0.356815783446362,0.114394584134075,0.293305236094121,NA,NA
"ENSG00000235169",18.0739318736621,-0.284447193752923,0.357277587330465,0.114428256583895,0.293349771900642,"SMIM1","388588"
"ENSG00000238035",413.477658375704,-0.167259647454671,0.114401968926031,0.114450700919836,0.293365514579989,NA,NA
"ENSG00000167085",695.735820385232,0.14498030128974,0.0969679742488813,0.114512740458431,0.293480743073504,"PHB","5245"
"ENSG00000166548",912.847573875392,0.156013479819389,0.105440535138556,0.114541330383451,0.293480743073504,"TK2","7084"
"ENSG00000125733",1505.41879177127,0.16225382468963,0.110659332092277,0.114544584784107,0.293480743073504,"TRIP10","9322"
"ENSG00000110011",327.894318851939,-0.180048101278322,0.125728707799987,0.114716842930556,0.293880249386735,"DNAJC4","3338"
"ENSG00000261373",21.1306150732455,0.278689536082388,0.355847902979536,0.114819653089736,0.294093828790305,"VPS9D1-AS1","100128881"
"ENSG00000079335",57.2150742681739,-0.272438214752712,0.238169429466744,0.114833362169702,0.294093828790305,"CDC14A","8556"
"ENSG00000239407",29.3765611952125,-0.290857395059454,0.317823609681446,0.11484924613257,0.294093828790305,NA,NA
"ENSG00000073605",177.017484671249,-0.213805163161763,0.156270980448886,0.114918693434391,0.294229790788052,"GSDMB","55876"
"ENSG00000236078",3.06191865722772,-0.117739625268413,0.332607485636149,0.114980456740087,NA,"LINC01447","101929086"
"ENSG00000180447",1551.64703220837,0.200452763306054,0.143939602250944,0.114990472188164,0.294371682537177,"GAS1","2619"
"ENSG00000258311",36.3625947596123,-0.287338802962346,0.276884497507686,0.11502377821913,0.29441505907184,NA,NA
"ENSG00000225092",2.21485884277711,-0.109163975320263,0.329736708619506,0.115044159435048,NA,NA,NA
"ENSG00000171388",160.284674259255,-0.17144137880474,0.347521420861396,0.115090417523534,0.294543731036619,"APLN","8862"
"ENSG00000141736",1856.86644913792,0.142883472259071,0.0949760445969593,0.115150254365057,0.294644583241243,"ERBB2","2064"
"ENSG00000111261",784.414611787618,-0.141501829193773,0.0946774762891311,0.115168677497872,0.294644583241243,"MANSC1","54682"
"ENSG00000123119",68.5533092596753,0.26407879065753,0.222535184843746,0.115178948456091,0.294644583241243,"NECAB1","64168"
"ENSG00000167325",795.080016183244,-0.156098571916765,0.105752649728102,0.115220435790529,0.294708816149934,"RRM1","6240"
"ENSG00000048545",5.03285550849133,-0.157737657885034,0.349003335285454,0.115262393523025,0.29477423380519,"GUCA1A","2978"
"ENSG00000261824",123.660846824864,-0.221011494969968,0.164889210290654,0.115342764309075,0.294937857180261,"LINC00662","148189"
"ENSG00000213240",890.054549206024,-0.213485266707692,0.159398507864715,0.115381062273005,0.294993866800291,NA,NA
"ENSG00000137992",665.28242699041,0.156471165089572,0.106253073279464,0.115475846587482,0.295194258203602,"DBT","1629"
"ENSG00000254473",33.4500110255947,-0.29291001247539,0.292760340586889,0.115532824083139,0.295297959737501,"LOC105376114","105376114"
"ENSG00000070761",268.586528847235,-0.178084995991956,0.124029968334478,0.115566024399324,0.295340866786172,"CFAP20","29105"
"ENSG00000250486",10.9607574390516,-0.246888510185934,0.378904510497482,0.115694704490065,0.295627735386853,"FAM218A","152756"
"ENSG00000259318",13.7019396877896,-0.231597371138769,0.370711854303546,0.115757258073945,0.295745577421918,NA,NA
"ENSG00000263842",1.62265725432463,-0.0909327471739967,0.323606008171801,0.11576059002423,NA,NA,NA
"ENSG00000069424",183.899850945379,0.196910815276862,0.141319110389412,0.115851166373074,0.295943482072274,"KCNAB2","8514"
"ENSG00000132141",36.2210224176564,0.289232312198628,0.300376229711853,0.115890055474616,0.296000803152624,"CCT6B","10693"
"ENSG00000169710",1568.68869023121,0.184588247056769,0.13053039216062,0.115919847170809,0.296034875105242,"FASN","2194"
"ENSG00000099984",242.441624599382,0.21661494883465,0.16110088352041,0.115954790112015,0.296082090715991,"GSTT2","2953"
"ENSG00000150347",10095.9625024642,0.136537726581155,0.0873107629251999,0.116003546591051,0.296164559784247,"ARID5B","84159"
"ENSG00000144815",827.253370509087,-0.176186168799917,0.123573681336061,0.116102927696661,0.296376235065077,"NXPE3","91775"
"ENSG00000260682",1.77488612950339,0.0894758939474058,0.322643919324223,0.116179097299977,NA,NA,NA
"ENSG00000138395",110.041018630447,-0.264596012785342,0.229082509217535,0.116251940197128,0.29671452651165,"CDK15","65061"
"ENSG00000146067",961.912219277159,-0.167103945234806,0.114766381423287,0.11627376780897,0.296728148908609,"FAM193B","54540"
"ENSG00000136866",59.9544862163612,-0.267440321914834,0.230272737275576,0.116316274606112,0.296794532793871,"ZFP37","7539"
"ENSG00000111834",6.51262647443281,-0.196486712177403,0.365145696379618,0.116388273597661,0.296936139956942,"RSPH4A","345895"
"ENSG00000224962",1.17039304973817,-0.0638383966801237,0.317328127654355,0.116556823526193,NA,NA,NA
"ENSG00000174595",2.38312976785455,-0.0757595683832923,0.318772958547114,0.116562989349349,NA,NA,NA
"ENSG00000106591",572.234266609889,0.159248030821752,0.109039659965222,0.11662451493865,0.297496671648153,"MRPL32","64983"
"ENSG00000165816",4.5803438735302,-0.129663533021951,0.335375684160447,0.116670792563896,0.297572535987916,"VWA2","340706"
"ENSG00000270580",13.0328210957128,0.261318511079786,0.373672535720395,0.116714806988282,0.297642607277091,"PKD1P6-NPIPP1","105369154"
"ENSG00000231734",20.2196225197549,-0.282537505972794,0.348818878080805,0.116771039382814,0.297743812194184,NA,NA
"ENSG00000141971",383.3637666208,0.166334035414489,0.114540455126532,0.116821959932191,0.297831446163198,"MVB12A","93343"
"ENSG00000140650",168.145223771605,0.207055787370134,0.150970902199607,0.116947340574669,0.298105180430449,"PMM2","5373"
"ENSG00000231341",62.08413461581,0.272775348256104,0.244082544530327,0.116962463812325,0.298105180430449,NA,NA
"ENSG00000170727",341.56963182103,0.180988604481978,0.127174724098973,0.117037888515584,0.298254125131855,NA,NA
"ENSG00000023191",4815.16062723152,0.143210733086496,0.0948325977702129,0.117054053111101,0.298254125131855,"RNH1","6050"
"ENSG00000148842",374.119842116366,-0.163739153777143,0.112466982476407,0.117124214914091,0.298390644650169,"CNNM2","54805"
"ENSG00000257681",5.45278336762672,0.148710662159601,0.342976334601755,0.117157566820972,0.298433360330771,NA,NA
"ENSG00000015285",4.77059191506858,-0.161789631469929,0.349883972165776,0.117291738548458,0.298702117775695,"WAS","7454"
"ENSG00000082497",10.7438100260446,-0.246562087006445,0.377138326053224,0.117319970502228,0.298702117775695,"SERTAD4","56256"
"ENSG00000065883",1178.35205249637,0.13209949478361,0.088698015465265,0.117323739960223,0.298702117775695,"CDK13","8621"
"ENSG00000186409",47.8253619854529,-0.27516650114077,0.248018899331655,0.117329474738169,0.298702117775695,"CCDC30","728621"
"ENSG00000198742",681.365953074241,0.141786993687425,0.0953440848868789,0.117367870327004,0.298757597773957,"SMURF1","57154"
"ENSG00000262500",5.6554294494288,-0.175880487092937,0.356894814036544,0.1173931269685,0.298779621877114,NA,NA
"ENSG00000155858",130.059596729333,0.232042553736005,0.179632265133943,0.117429729811652,0.29883051311425,"LSM11","134353"
"ENSG00000163393",136.333825288343,0.222603994838771,0.168237007745117,0.117581926759256,0.299175507650743,"SLC22A15","55356"
"ENSG00000157693",229.607830088552,-0.206118628611846,0.155677595924037,0.117661391112544,0.299313411760725,"TMEM268","203197"
"ENSG00000077721",1479.37362370366,0.128235375488906,0.0862516643684176,0.117691880043048,0.299313411760725,"UBE2A","7319"
"ENSG00000135521",323.478442370912,0.190923185515475,0.136846757633593,0.117698277657917,0.299313411760725,"LTV1","84946"
"ENSG00000136603",844.508794636654,-0.135123591214317,0.0904818431616689,0.117716254273165,0.299313411760725,"SKIL","6498"
"ENSG00000253846",506.856312786074,-0.166615465286905,0.114609853592425,0.117730679933317,0.299313411760725,"PCDHGA10","56106"
"ENSG00000105650",28.6743603752599,-0.289245196458504,0.305909011958928,0.117735930223542,0.299313411760725,"PDE4C","5143"
"ENSG00000166321",52.273948531266,-0.272675484664854,0.24397891477065,0.117957291560712,0.299813729679474,"NUDT13","25961"
"ENSG00000170043",995.185516208071,0.138341799642427,0.092493608781783,0.117987007038074,0.299813729679474,"TRAPPC1","58485"
"ENSG00000085832",2036.9707168421,0.138125975219099,0.0943470501792828,0.117993698202703,0.299813729679474,"EPS15","2060"
"ENSG00000232533",193.122397446016,0.204715482230495,0.150406134232151,0.117999379437037,0.299813729679474,NA,NA
"ENSG00000177951",587.152809768269,-0.148987702653598,0.101527003859269,0.118067124417609,0.299926267651278,"BET1L","51272"
"ENSG00000174945",6.30538598716014,-0.182199412453489,0.357981296354629,0.118099423323717,0.299926267651278,"AMZ1","155185"
"ENSG00000224908",5.32591596172799,-0.145404265715504,0.341447448067123,0.118099816488926,0.299926267651278,NA,NA
"ENSG00000173269",14.3065612244385,-0.270816765803872,0.367254711207334,0.118110573818675,0.299926267651278,"MMRN2","79812"
"ENSG00000117395",515.672840396652,0.164214621216854,0.113389159476356,0.118127012273236,0.299926267651278,"EBNA1BP2","10969"
"ENSG00000260743",5.91686283751246,0.170443218743661,0.352782225605977,0.11817808277915,0.299997286640028,NA,NA
"ENSG00000272172",5.14016236899193,-0.163132249727739,0.350457766850275,0.118188327497563,0.299997286640028,NA,NA
"ENSG00000228463",81.5692262384561,-0.254995798694299,0.211805059515239,0.118236240380839,0.300076573965137,NA,NA
"ENSG00000271868",2.1289350242671,0.0707244027148458,0.316668832692075,0.118254195077775,NA,NA,NA
"ENSG00000055917",2274.2808011191,0.128033436945061,0.086070966019781,0.118276641490701,0.300136777180042,"PUM2","23369"
"ENSG00000162825",389.918095081913,-0.175599622262917,0.12325193280309,0.118471296816463,0.300588341076628,"NBPF20","100288142"
"ENSG00000238266",1.25084723101087,0.0685115039805534,0.317692605721481,0.118575728427407,NA,"LINC00707","100507127"
"ENSG00000267313",1.685697120089,-0.0915126915326725,0.32360953260901,0.118630436787739,NA,"KC6","641516"
"ENSG00000149311",2102.26584868876,-0.134998877152747,0.090287701552945,0.118633143733032,0.300953901316243,"ATM","472"
"ENSG00000183690",29.2621010845358,0.288720643770376,0.306152756450995,0.118648826049651,0.300953901316243,"EFHC2","80258"
"ENSG00000113734",122.405757765838,-0.230615357501626,0.179285279190469,0.118701497592734,0.301013792922867,"BNIP1","662"
"ENSG00000127511",1251.63697554781,-0.126180321806045,0.0843586512482547,0.118715074136433,0.301013792922867,"SIN3B","23309"
"ENSG00000069248",1129.35611479994,0.138522615223835,0.0932705461233976,0.1187279122904,0.301013792922867,"NUP133","55746"
"ENSG00000227733",76.8896322370242,-0.258471594739871,0.219160680877709,0.118739352126626,0.301013792922867,"LOC101927468","101927468"
"ENSG00000105649",35.9706205623987,-0.284548530802287,0.289515777471333,0.118794621725987,0.301111483777631,"RAB3A","5864"
"ENSG00000171631",3.77727832778556,0.1084110665919,0.327046780893828,0.118809540069063,NA,"P2RY6","5031"
"ENSG00000205572",270.843804824871,0.191869663688466,0.137094583744754,0.118896254361318,0.301326648025009,"SERF1A","8293"
"ENSG00000165525",1085.94455151197,0.12828531707004,0.0858394878815135,0.119179067570709,0.302000864929918,"NEMF","9147"
"ENSG00000138035",383.94233650682,0.172182477032079,0.120475495806742,0.119293476969292,0.302248215233095,"PNPT1","87178"
"ENSG00000264058",24.2311125340915,-0.284931820789873,0.328295455067317,0.119313498677322,0.302256383950405,NA,NA
"ENSG00000248375",1.79102010394961,0.0899868572158578,0.32271253866258,0.119337267512629,NA,NA,NA
"ENSG00000214021",789.591032386877,-0.155081008041794,0.107098830339272,0.119481796855058,0.302603470910166,"TTLL3","26140"
"ENSG00000204946",215.593088963089,0.191079020284698,0.137196308621269,0.119484142537331,0.302603470910166,"ZNF783","100289678"
"ENSG00000163376",13.0644799267691,-0.256676983747857,0.369900840408366,0.119505678340584,0.302615420216785,"KBTBD8","84541"
"ENSG00000174891",348.01672203901,-0.171166190134904,0.120184071610796,0.119545158152813,0.302672798058494,"RSRC1","51319"
"ENSG00000170464",466.255807857346,-0.163285301844261,0.112647585282642,0.119577896321606,0.302713093192315,"DNAJC18","202052"
"ENSG00000222031",2.08712525370655,-0.0940537543966915,0.324017898332903,0.119600967843982,NA,NA,NA
"ENSG00000185739",2.87799041081815,-0.0885908913649637,0.32107048600391,0.119704585442786,NA,"SRL","6345"
"ENSG00000114026",279.971491368447,-0.193763676884121,0.141229655925201,0.119711634025298,0.303009022738954,"OGG1","4968"
"ENSG00000236090",35.5070955138698,0.266980944988119,0.354091650930806,0.119757247982592,0.303081845316282,NA,NA
"ENSG00000231817",3.89488896037657,-0.117711678983106,0.330528474623688,0.119797561008992,NA,"LINC01198","101929344"
"ENSG00000153037",99.6770689151785,0.245560526460262,0.198990001966268,0.119830535982969,0.303183120290073,"SRP19","6728"
"ENSG00000065150",4265.88237896948,-0.128424128509363,0.0857877782099156,0.119859484441482,0.303183120290073,"IPO5","3843"
"ENSG00000124243",249.511933221379,-0.197054510756462,0.146008665152337,0.119861848640075,0.303183120290073,"BCAS4","55653"
"ENSG00000268865",12.689676772849,0.256286048589307,0.371541559898145,0.119875256765537,0.303183120290073,NA,NA
"ENSG00000176274",58.1475405286236,-0.267335095898693,0.236499867469097,0.11988151055151,0.303183120290073,NA,NA
"ENSG00000100601",157.239616040901,0.222962960372159,0.170292989061845,0.119941000808383,0.303276616837974,"ALKBH1","8846"
"ENSG00000135697",2.33030532260336,-0.115202097022032,0.331406057283958,0.11996563347603,NA,"BCO1","53630"
"ENSG00000269737",22.3766830040676,-0.284854473174034,0.331762367437356,0.119991495213871,0.303276616837974,NA,NA
"ENSG00000165312",185.596803965529,0.220072424118279,0.167534790530941,0.119997747579902,0.303276616837974,"OTUD1","220213"
"ENSG00000245958",100.491870072451,-0.252137356513219,0.211148482472954,0.120001734826526,0.303276616837974,"LOC645513","645513"
"ENSG00000162231",1689.05528529861,0.132294312931008,0.0884652876189018,0.120002751577547,0.303276616837974,"NXF1","10482"
"ENSG00000146826",170.072957019295,0.214326685900321,0.161412460423931,0.120033003598533,0.303310471387726,"MAP11","55262"
"ENSG00000111877",153.000963529856,-0.207594169999017,0.152848532776912,0.120063076943508,0.303343864998803,"MCM9","254394"
"ENSG00000103591",720.710334622683,-0.142260502955421,0.096673367073021,0.120117951173783,0.303439900803181,"AAGAB","79719"
"ENSG00000168546",1.07556538474209,-0.0626941075876571,0.317080606230876,0.120152477760246,NA,"GFRA2","2675"
"ENSG00000137941",482.247416888082,-0.164167734972756,0.114100839446435,0.120182377870253,0.303560037534719,"TTLL7","79739"
"ENSG00000100029",1146.44759249751,0.136091230295864,0.0916878702779808,0.120299206013186,0.303777928026083,"PES1","23481"
"ENSG00000255508",16.8331963267557,-0.279090879127515,0.352165388557658,0.120302407197614,0.303777928026083,"TUT1","64852"
"ENSG00000241935",20.0796289388039,0.282773971532775,0.341459094086777,0.120332424945787,0.303811092251226,"HOGA1","112817"
"ENSG00000124571",561.650682558533,0.14500848614218,0.1001113386797,0.120410313760872,0.303965093408128,"XPO5","57510"
"ENSG00000178761",887.601704850696,0.14617869966343,0.100229061415711,0.12044861631587,0.304019133397076,"FAM219B","57184"
"ENSG00000081985",2.91145306255637,0.128499603935651,0.336388918968167,0.120469601236506,NA,"IL12RB2","3595"
"ENSG00000227758",1.97812757501766,0.0512254440041564,0.312887032984249,0.120474480595351,NA,NA,NA
"ENSG00000123570",59.0863981602193,-0.260548635519053,0.223359348148216,0.120504908917061,0.304118559755063,"RAB9B","51209"
"ENSG00000227544",43.3428657643427,0.280557503419316,0.313212430820213,0.120569935892086,0.304234882823569,"LOC100506725","100506725"
"ENSG00000088682",420.22902219575,-0.177102495987732,0.125368455140593,0.120584816288635,0.304234882823569,"COQ9","57017"
"ENSG00000125450",436.161564070593,0.160775899864613,0.111964421285374,0.120645207672016,0.304326854608646,"NUP85","79902"
"ENSG00000070010",553.295289642719,0.153504355778747,0.105718042643654,0.120655095074918,0.304326854608646,"UFD1","7353"
"ENSG00000188868",39.4129672978425,-0.279061803827698,0.266253701813409,0.120676245679665,0.304337542362984,"ZNF563","147837"
"ENSG00000184863",1099.31084172506,0.148405054789422,0.101527134822038,0.120727154049068,0.304395521301226,"RBM33","155435"
"ENSG00000180998",31.0092525911977,-0.285876407909823,0.293390781471293,0.120751350196928,0.304395521301226,"GPR137C","283554"
"ENSG00000106336",6.46808063956705,-0.182298906661702,0.3571909172628,0.12075675275309,0.304395521301226,"FBXO24","26261"
"ENSG00000129988",12.9635040810581,0.236699746446698,0.372892928232339,0.120778303249223,0.304395521301226,"LBP","3929"
"ENSG00000250404",9.52490586027556,-0.235281087369356,0.374109262844567,0.12079059086968,0.304395521301226,NA,NA
"ENSG00000239246",291.209634144053,0.199433494282241,0.14719513122597,0.120800734556633,0.304395521301226,NA,NA
"ENSG00000165632",307.658399206986,-0.171366725955228,0.120121791813674,0.120858851018799,0.304499323051284,"TAF3","83860"
"ENSG00000169398",1933.42375394083,0.120213421778947,0.0802964784279214,0.121014015756017,0.304795790606662,"PTK2","5747"
"ENSG00000198792",1335.01360502599,0.124137446557998,0.0833821267693503,0.121026966778902,0.304795790606662,"TMEM184B","25829"
"ENSG00000250889",15.5165018560841,0.220561936753671,0.362735127465921,0.121027338217439,0.304795790606662,NA,NA
"ENSG00000137507",3033.75229585258,-0.131894724846507,0.0900728000453777,0.121075444749777,0.304874272715852,"LRRC32","2615"
"ENSG00000196387",225.099647078618,-0.201308358018876,0.148288695818651,0.121097225413425,0.30488645223019,"ZNF140","7699"
"ENSG00000188976",961.124333450516,0.156665401886413,0.107917053464961,0.121213191268136,0.305100587617188,"NOC2L","26155"
"ENSG00000101977",5.74242911213601,0.155975151451624,0.34633427983246,0.121222287470998,0.305100587617188,"MCF2","4168"
"ENSG00000171161",263.024214213359,-0.178678355566232,0.127032012456669,0.121233144462759,0.305100587617188,"ZNF672","79894"
"ENSG00000173917",179.490235607529,0.192358281358445,0.146612935855724,0.121370881893113,0.305404509688809,"HOXB2","3212"
"ENSG00000114120",2065.47203375363,0.134298983572051,0.0905912926451222,0.121414955656701,0.305472694642993,"SLC25A36","55186"
"ENSG00000196313",1334.81180072437,0.131716110422665,0.0876844909980841,0.121598360998829,0.305891361360677,"POM121","9883"
"ENSG00000100197",14.9379494878806,-0.262486399647933,0.364031380674387,0.121717678806435,0.306148715745456,"CYP2D6","1565"
"ENSG00000177427",156.987381176537,-0.211110323410232,0.157709884067385,0.121769843051973,0.306237114727771,"MIEF2","125170"
"ENSG00000159917",53.6275920492731,0.263566575967545,0.231061676526749,0.121788763938518,0.306241897472008,"ZNF235","9310"
"ENSG00000151725",34.0733700723864,0.281313894504002,0.27866806911673,0.121826210418414,0.306244517700995,"CENPU","79682"
"ENSG00000069974",669.635232706834,0.183855956812029,0.131976262689113,0.121835671140659,0.306244517700995,"RAB27A","5873"
"ENSG00000116793",564.296023062705,0.179974086569896,0.128180682032006,0.121845635492921,0.306244517700995,"PHTF1","10745"
"ENSG00000006744",923.846609000017,0.147585831010901,0.102396733142033,0.121870245090371,0.306244517700995,"ELAC2","60528"
"ENSG00000162522",788.185695810635,-0.162013452073882,0.112468704144532,0.121886397848897,0.306244517700995,"KIAA1522","57648"
"ENSG00000221995",38.0281683080244,-0.280927827576971,0.284727390829229,0.121891921516868,0.306244517700995,"TIAF1","9220"
"ENSG00000176692",21.5220665075857,0.273186576520717,0.345936941932336,0.121915379784028,0.30626069298252,"FOXC2","2303"
"ENSG00000257365",108.299646144764,-0.241887949965005,0.196907313253515,0.121939846455465,0.306275797759692,"FNTB","2342"
"ENSG00000269963",10.1103558365455,0.232093448939236,0.371696310277771,0.121955434642003,0.306275797759692,NA,NA
"ENSG00000146021",74.0486950017535,-0.251384924727953,0.210075787249625,0.122018661821123,0.306376642832895,"KLHL3","26249"
"ENSG00000158055",1.36112921644177,-0.0652900330205813,0.316566329089712,0.12202844543194,NA,"GRHL3","57822"
"ENSG00000261353",24.9288117816323,0.279634994451763,0.334229950737114,0.122039840398905,0.306376642832895,NA,NA
"ENSG00000159461",2196.54370438238,0.132025481923375,0.0879785075913633,0.122046669769156,0.306376642832895,"AMFR","267"
"ENSG00000170385",1402.56662739232,0.197225854144099,0.145461238852148,0.122086095464119,0.306432863967269,"SLC30A1","7779"
"ENSG00000111358",493.395734700826,0.175709701392146,0.124572997806985,0.122112714784016,0.306456930240389,"GTF2H3","2967"
"ENSG00000176435",35.1782360530254,-0.278056644519888,0.343411278907511,0.122166600430348,0.306549408470741,"CLEC14A","161198"
"ENSG00000216077",1.04627900882182,-0.0596717525435166,0.316317141768381,0.122189407273797,NA,"MIR887","100126347"
"ENSG00000136738",826.332087824921,-0.1500448277676,0.103468242158614,0.122217409449614,0.306634141890179,"STAM","8027"
"ENSG00000253559",8.81929449199334,0.202395431933868,0.363005543415137,0.122441253591204,0.307139891479541,NA,NA
"ENSG00000125991",3673.46843738432,-0.112691650652279,0.0753843060469953,0.122453127791165,0.307139891479541,"ERGIC3","51614"
"ENSG00000166451",63.2221054341171,0.253645887409268,0.215241968582729,0.12249621096997,0.307187077647001,"CENPN","55839"
"ENSG00000170684",4.79114877096826,0.16927836983561,0.352756816710611,0.122506083649821,0.307187077647001,"ZNF296","162979"
"ENSG00000116786",3330.75458679426,0.133491505493582,0.0914320414449324,0.1225244538605,0.307190333393595,"PLEKHM2","23207"
"ENSG00000237264",399.605688333662,0.177062267761805,0.12593233002887,0.122562147031997,0.307224997582869,NA,NA
"ENSG00000197826",22.055145457024,-0.282506720420766,0.330073973025573,0.122572427345083,0.307224997582869,"CFAP299","255119"
"ENSG00000236048",1.54470198442078,0.0664309062678421,0.317775936454997,0.122585436586269,NA,NA,NA
"ENSG00000149451",6616.47310903914,-0.146899025906005,0.102573240617251,0.12263653593394,0.307342872924138,"ADAM33","80332"
"ENSG00000116885",108.266676518748,-0.225783304286447,0.175630328631013,0.122716701563061,0.307477028342844,"OSCP1","127700"
"ENSG00000233251",18.137192972284,-0.256802863865555,0.363242595671603,0.122724242389591,0.307477028342844,"LOC100129434","100129434"
"ENSG00000204839",90.9276278805524,0.247531833566455,0.204408639239497,0.122783326565756,0.307553962822476,"MROH6","642475"
"ENSG00000157184",159.091253136991,-0.207739974631157,0.154717553170118,0.122789133539884,0.307553962822476,"CPT2","1376"
"ENSG00000170074",2.42137795871994,0.0920407186892602,0.324674383730027,0.12295281383706,NA,"FAM153A","285596"
"ENSG00000231245",8.48566714680938,0.154739516027072,0.343061173221436,0.123049758909701,0.308157995639041,NA,NA
"ENSG00000151490",65.2689180037782,-0.265835554856122,0.237420195627423,0.12306454132834,0.308157995639041,"PTPRO","5800"
"ENSG00000102595",881.039010067425,0.154891584317853,0.107402246329432,0.123184296810134,0.30837754460389,"UGGT2","55757"
"ENSG00000118363",1187.15207627033,0.149673380774355,0.106201318149798,0.123197084301779,0.30837754460389,"SPCS2","9789"
"ENSG00000196954",810.771603100376,0.135633661816211,0.09216312526962,0.123203632775223,0.30837754460389,"CASP4","837"
"ENSG00000134042",2.7910121606789,0.104672675673701,0.326664102022305,0.123212469186433,NA,"MRO","83876"
"ENSG00000241735",1.02998172395986,-0.0604480022043277,0.316518254693271,0.123318622242282,NA,"FABP5P3","220832"
"ENSG00000183309",456.593827027843,-0.15857364541197,0.110663574184726,0.123541275593527,0.309173795407036,"ZNF623","9831"
"ENSG00000123999",18.5731623318395,0.275025432423065,0.346599735025559,0.123556116637323,0.309173795407036,"INHA","3623"
"ENSG00000110696",2708.75183207129,0.118160898485185,0.0800871441431715,0.123684140526904,0.309451115773235,"C11orf58","10944"
"ENSG00000075239",1048.73573355105,0.156384442609972,0.108007783080854,0.123764242796657,0.3096084783655,"ACAT1","38"
